id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,pass_fail
748,Jeffery,Carlson,jeffery.carlson.748@gslingacademy.com,male,True,6,False,2,Business Owner,86,79,86,73,53,84,79,1
749,Ashley,Gutierrez,ashley.gutierrez.749@gslingacademy.com,female,False,10,False,34,Software Engineer,97,94,73,98,87,97,98,1
750,Adam,Herring,adam.herring.750@gslingacademy.com,male,True,2,True,18,Software Engineer,93,67,65,61,61,96,65,1
751,David,Ramirez,david.ramirez.751@gslingacademy.com,male,False,1,False,14,Software Engineer,85,93,75,72,84,63,63,1
752,Angela,Brown,angela.brown.752@gslingacademy.com,female,False,1,False,6,Designer,88,88,98,92,71,66,90,1
753,Eric,Jones,eric.jones.753@gslingacademy.com,male,False,5,True,2,Artist,100,67,98,71,92,79,99,1
754,Angel,Garner,angel.garner.754@gslingacademy.com,male,False,2,False,19,Software Engineer,93,74,88,92,77,89,96,1
755,Lisa,Cowan,lisa.cowan.755@gslingacademy.com,female,False,1,False,1,Artist,70,63,73,97,63,61,90,1
756,Nicole,Perry,nicole.perry.756@gslingacademy.com,female,False,2,False,13,Banker,82,67,94,88,86,89,98,1
757,Annette,Wells,annette.wells.757@gslingacademy.com,female,True,8,False,3,Business Owner,41,76,94,93,79,84,96,1
758,Ian,Scott,ian.scott.758@gslingacademy.com,male,False,2,False,21,Banker,94,74,74,89,67,93,96,1
759,Kari,Hernandez,kari.hernandez.759@gslingacademy.com,female,True,2,False,29,Designer,67,69,75,94,98,80,74,1
760,Mary,Haynes,mary.haynes.760@gslingacademy.com,female,False,0,True,11,Government Officer,89,75,64,81,66,82,92,1
761,Raymond,Smith,raymond.smith.761@gslingacademy.com,male,False,3,False,23,Doctor,82,82,100,93,91,61,83,1
762,Christopher,Ayala,christopher.ayala.762@gslingacademy.com,male,True,2,False,30,Software Engineer,96,79,93,92,92,71,87,1
763,Jacqueline,Frazier,jacqueline.frazier.763@gslingacademy.com,female,False,1,False,13,Accountant,94,84,84,89,52,97,76,1
764,Jesse,Kelly,jesse.kelly.764@gslingacademy.com,male,False,4,False,19,Construction Engineer,84,65,83,99,86,75,67,1
765,Teresa,Lee,teresa.lee.765@gslingacademy.com,female,False,5,False,33,Software Engineer,87,98,97,70,80,67,82,1
766,Michael,Aguirre,michael.aguirre.766@gslingacademy.com,male,False,2,False,21,Software Engineer,90,93,66,77,72,82,82,1
767,April,Delgado,april.delgado.767@gslingacademy.com,female,False,7,False,31,Scientist,86,81,91,83,97,83,80,1
768,Troy,Prince,troy.prince.768@gslingacademy.com,male,False,6,False,3,Business Owner,48,72,64,65,64,55,79,1
769,Martha,Summers,martha.summers.769@gslingacademy.com,female,True,7,False,3,Business Owner,49,59,99,59,75,54,70,1
770,William,Dean,william.dean.770@gslingacademy.com,male,True,0,False,30,Unknown,90,83,72,77,99,84,67,1
771,Cheryl,Gutierrez,cheryl.gutierrez.771@gslingacademy.com,female,True,5,True,1,Business Owner,40,51,93,100,76,60,99,1
772,Diane,Spears,diane.spears.772@gslingacademy.com,female,False,0,True,8,Unknown,78,81,71,91,79,79,75,1
773,Brian,David,brian.david.773@gslingacademy.com,male,False,2,False,29,Software Engineer,87,68,75,96,91,72,78,1
774,Heather,Brooks,heather.brooks.774@gslingacademy.com,female,False,2,False,18,Accountant,79,81,68,70,60,65,71,1
775,Pamela,Rodgers,pamela.rodgers.775@gslingacademy.com,female,False,6,True,4,Game Developer,100,100,94,83,62,92,71,1
776,Betty,Nash,betty.nash.776@gslingacademy.com,female,False,1,False,10,Unknown,71,72,65,65,65,67,97,1
777,Heather,Donaldson,heather.donaldson.777@gslingacademy.com,female,False,2,False,32,Banker,77,64,69,60,92,76,74,1
778,Ebony,Shepherd,ebony.shepherd.778@gslingacademy.com,female,False,1,False,32,Lawyer,83,84,96,96,79,80,81,1
779,Sean,Thomas,sean.thomas.779@gslingacademy.com,male,False,2,True,16,Software Engineer,96,79,80,71,67,76,63,1
780,Todd,Howard,todd.howard.780@gslingacademy.com,male,False,6,False,35,Unknown,91,96,100,95,100,94,95,1
781,Julia,Richmond,julia.richmond.781@gslingacademy.com,female,False,8,False,2,Business Owner,71,69,95,83,90,93,89,1
782,Mary,Mccormick,mary.mccormick.782@gslingacademy.com,female,False,3,False,27,Unknown,84,80,75,63,71,86,63,1
783,Jimmy,Warren,jimmy.warren.783@gslingacademy.com,male,False,3,False,28,Software Engineer,91,61,61,85,64,76,88,1
784,Henry,Spencer,henry.spencer.784@gslingacademy.com,male,False,2,False,2,Real Estate Developer,59,65,72,60,94,63,75,1
785,Peter,Yates,peter.yates.785@gslingacademy.com,male,False,3,False,42,Doctor,89,90,91,95,87,92,96,1
786,Robert,Campbell,robert.campbell.786@gslingacademy.com,male,False,7,False,31,Banker,81,92,68,93,69,78,89,1
787,Matthew,Conway,matthew.conway.787@gslingacademy.com,male,False,3,False,15,Accountant,77,84,86,97,90,83,92,1
788,Tyler,Calderon,tyler.calderon.788@gslingacademy.com,male,False,7,False,1,Business Owner,72,58,73,57,67,88,70,1
789,Brittney,Moon,brittney.moon.789@gslingacademy.com,female,False,5,False,10,Teacher,91,63,78,93,76,76,90,1
790,Tracy,White,tracy.white.790@gslingacademy.com,female,False,5,False,40,Doctor,88,100,94,91,85,91,88,1
791,Gregory,Welch,gregory.welch.791@gslingacademy.com,male,False,8,False,40,Doctor,94,88,99,92,98,85,95,1
792,Caroline,Cooper,caroline.cooper.792@gslingacademy.com,female,False,0,False,8,Real Estate Developer,67,72,98,65,61,87,89,1
793,Kelly,Rivera,kelly.rivera.793@gslingacademy.com,female,False,2,False,22,Unknown,88,86,82,89,81,61,83,1
794,Stacey,Wilson,stacey.wilson.794@gslingacademy.com,female,False,3,False,21,Unknown,67,67,62,80,61,61,82,1
795,Craig,Graham,craig.graham.795@gslingacademy.com,male,False,7,False,31,Lawyer,95,87,96,97,83,93,88,1
796,Earl,Santana,earl.santana.796@gslingacademy.com,male,False,1,False,10,Government Officer,96,91,78,94,81,88,86,1
797,Lisa,Mitchell,lisa.mitchell.797@gslingacademy.com,female,False,3,True,35,Banker,87,99,99,100,98,96,94,1
798,Michael,Williams,michael.williams.798@gslingacademy.com,male,False,3,False,14,Banker,85,88,85,92,96,81,95,1
799,Jerry,Jones,jerry.jones.799@gslingacademy.com,male,False,2,False,7,Government Officer,88,85,100,68,65,97,94,1
800,Matthew,Miles,matthew.miles.800@gslingacademy.com,male,False,5,False,4,Business Owner,94,68,72,99,83,53,83,1
801,Mary,Cox,mary.cox.801@gslingacademy.com,female,False,4,True,14,Teacher,67,100,77,85,73,95,86,1
802,Jessica,Young,jessica.young.802@gslingacademy.com,female,False,1,True,29,Software Engineer,92,63,99,77,82,88,72,1
803,Tiffany,Small,tiffany.small.803@gslingacademy.com,female,True,3,False,20,Accountant,76,75,60,77,71,70,88,1
804,Mary,Wyatt,mary.wyatt.804@gslingacademy.com,female,False,3,True,24,Software Engineer,86,75,96,62,81,91,84,1
805,Maria,Mercer,maria.mercer.805@gslingacademy.com,female,False,3,True,27,Software Engineer,94,94,86,62,73,90,75,1
806,Erin,Moore,erin.moore.806@gslingacademy.com,female,False,3,False,31,Software Engineer,100,85,62,62,89,65,67,1
807,Kendra,Dalton,kendra.dalton.807@gslingacademy.com,female,False,4,False,27,Lawyer,74,84,71,93,65,98,61,1
808,Anthony,Gomez,anthony.gomez.808@gslingacademy.com,male,False,2,False,23,Unknown,99,98,70,73,63,62,88,1
809,Molly,Jackson,molly.jackson.809@gslingacademy.com,female,False,10,False,0,Business Owner,66,97,72,98,86,86,63,1
810,Brianna,Gutierrez,brianna.gutierrez.810@gslingacademy.com,female,False,2,False,35,Scientist,99,96,100,95,90,95,88,1
811,John,Henderson,john.henderson.811@gslingacademy.com,male,False,1,True,33,Unknown,97,76,99,85,98,62,97,1
812,Steven,Martin,steven.martin.812@gslingacademy.com,male,False,5,True,11,Banker,81,71,76,95,99,85,71,1
813,Tina,Bowers,tina.bowers.813@gslingacademy.com,female,False,9,False,10,Banker,95,88,62,85,82,94,73,1
814,Luis,Jones,luis.jones.814@gslingacademy.com,male,True,6,False,3,Business Owner,55,69,53,75,86,95,61,1
815,Jeffrey,Thomas,jeffrey.thomas.815@gslingacademy.com,male,False,3,False,5,Real Estate Developer,50,62,97,90,93,75,80,1
816,Jeffrey,Cox,jeffrey.cox.816@gslingacademy.com,male,False,5,False,34,Software Engineer,98,84,90,83,84,61,99,1
817,Jennifer,Bautista,jennifer.bautista.817@gslingacademy.com,female,False,7,False,15,Accountant,88,67,71,85,68,88,67,1
818,Judy,Pugh,judy.pugh.818@gslingacademy.com,female,False,1,False,20,Software Engineer,87,99,92,85,62,69,67,1
819,Henry,Craig,henry.craig.819@gslingacademy.com,male,False,1,False,3,Government Officer,73,74,94,76,97,86,85,1
820,Steven,Alvarez,steven.alvarez.820@gslingacademy.com,male,True,2,True,2,Business Owner,46,71,60,50,85,69,62,1
821,Rebecca,Mckay,rebecca.mckay.821@gslingacademy.com,female,False,1,False,27,Banker,88,82,90,94,99,78,65,1
822,James,Reynolds,james.reynolds.822@gslingacademy.com,male,True,0,False,29,Software Engineer,95,62,68,64,71,87,60,1
823,Heather,Bentley,heather.bentley.823@gslingacademy.com,female,False,1,True,2,Artist,73,71,60,70,78,72,78,1
824,Alexis,Hall,alexis.hall.824@gslingacademy.com,female,False,5,False,9,Designer,70,88,100,91,98,68,81,1
825,Ryan,Soto,ryan.soto.825@gslingacademy.com,male,False,7,False,14,Construction Engineer,84,100,99,94,84,86,63,1
826,Brent,Clements,brent.clements.826@gslingacademy.com,male,False,8,False,25,Doctor,88,60,87,90,87,86,62,1
827,Thomas,Hernandez,thomas.hernandez.827@gslingacademy.com,male,False,1,True,9,Unknown,66,65,82,96,87,87,63,1
828,Kevin,Mack,kevin.mack.828@gslingacademy.com,male,True,9,False,2,Business Owner,46,54,93,57,99,59,73,1
829,Patrick,Kirk,patrick.kirk.829@gslingacademy.com,male,False,5,False,31,Lawyer,71,92,60,73,74,86,94,1
830,Christopher,Jenkins,christopher.jenkins.830@gslingacademy.com,male,False,5,False,3,Designer,76,77,99,87,95,94,85,1
831,Cassandra,Hodges,cassandra.hodges.831@gslingacademy.com,female,False,5,False,12,Designer,78,95,66,70,75,99,84,1
832,Christian,Powers,christian.powers.832@gslingacademy.com,male,False,5,False,5,Business Owner,100,54,70,58,50,95,92,1
833,Brittany,Collier,brittany.collier.833@gslingacademy.com,female,False,10,False,11,Government Officer,73,97,87,93,78,99,86,1
834,James,Bridges,james.bridges.834@gslingacademy.com,male,False,2,False,4,Game Developer,96,63,85,77,82,65,88,1
835,Alexander,Fowler,alexander.fowler.835@gslingacademy.com,male,False,2,False,25,Unknown,82,84,93,70,99,66,80,1
836,Andrew,Wong,andrew.wong.836@gslingacademy.com,male,False,1,False,33,Unknown,81,91,71,79,98,69,75,1
837,Bobby,Valdez,bobby.valdez.837@gslingacademy.com,male,True,1,False,24,Unknown,97,80,67,71,75,96,100,1
838,Mary,Bird,mary.bird.838@gslingacademy.com,female,False,3,False,0,Artist,92,65,95,60,93,69,82,1
839,Andrew,Rodriguez,andrew.rodriguez.839@gslingacademy.com,male,True,6,False,0,Business Owner,81,77,92,97,62,65,92,1
840,Melanie,Carter,melanie.carter.840@gslingacademy.com,female,False,2,False,3,Government Officer,99,69,71,84,96,84,69,1
841,Randy,Lopez,randy.lopez.841@gslingacademy.com,male,False,2,False,26,Lawyer,97,100,87,90,96,86,93,1
842,David,Cole,david.cole.842@gslingacademy.com,male,False,7,False,31,Construction Engineer,80,87,94,68,89,82,76,1
843,Jennifer,Baxter,jennifer.baxter.843@gslingacademy.com,female,False,4,False,20,Software Engineer,88,62,91,83,97,83,63,1
844,Shannon,Graham,shannon.graham.844@gslingacademy.com,female,False,1,False,9,Unknown,95,72,99,67,83,78,65,1
845,Stephanie,Bush,stephanie.bush.845@gslingacademy.com,female,False,10,True,15,Software Engineer,90,81,69,70,95,97,62,1
846,Keith,Tanner,keith.tanner.846@gslingacademy.com,male,False,10,False,1,Business Owner,77,89,50,82,71,78,70,1
847,Robert,Anderson,robert.anderson.847@gslingacademy.com,male,True,1,True,4,Business Owner,82,69,91,95,82,85,60,1
848,Matthew,Cantu,matthew.cantu.848@gslingacademy.com,male,False,3,True,2,Real Estate Developer,90,74,88,97,88,73,66,1
849,Heather,Johnson,heather.johnson.849@gslingacademy.com,female,False,5,False,32,Software Engineer,94,90,81,82,100,82,98,1
850,Lee,Taylor,lee.taylor.850@gslingacademy.com,male,True,7,False,2,Business Owner,87,84,76,87,65,80,72,1
851,Jessica,Williams,jessica.williams.851@gslingacademy.com,female,True,1,False,2,Game Developer,86,66,88,98,68,79,77,1
852,Holly,Sanchez,holly.sanchez.852@gslingacademy.com,female,False,6,False,19,Banker,84,85,83,69,82,91,69,1
853,James,Ray,james.ray.853@gslingacademy.com,male,False,4,False,12,Accountant,86,63,85,64,98,97,86,1
854,William,Hernandez,william.hernandez.854@gslingacademy.com,male,False,10,False,5,Business Owner,70,66,98,96,64,65,91,1
855,Lisa,Brown,lisa.brown.855@gslingacademy.com,female,False,4,False,22,Accountant,87,94,72,93,44,92,83,1
856,Kevin,York,kevin.york.856@gslingacademy.com,male,True,7,False,1,Business Owner,47,78,75,62,61,55,93,1
857,Benjamin,Davis,benjamin.davis.857@gslingacademy.com,male,False,0,False,21,Software Engineer,96,63,77,93,61,86,83,1
858,Sarah,Nielsen,sarah.nielsen.858@gslingacademy.com,female,True,4,False,5,Business Owner,54,93,96,59,84,79,93,1
859,Elizabeth,Parks,elizabeth.parks.859@gslingacademy.com,female,False,3,True,5,Real Estate Developer,59,100,64,68,86,89,91,1
860,Deborah,Moore,deborah.moore.860@gslingacademy.com,female,False,2,False,8,Unknown,92,99,93,82,97,70,79,1
861,Michael,Anderson,michael.anderson.861@gslingacademy.com,male,False,4,False,25,Software Engineer,100,62,78,74,72,73,78,1
862,Brian,Adams,brian.adams.862@gslingacademy.com,male,False,5,False,34,Scientist,92,81,84,84,84,66,74,1
863,Anthony,Silva,anthony.silva.863@gslingacademy.com,male,False,3,False,0,Real Estate Developer,75,66,91,73,100,94,67,1
864,Melinda,Velazquez,melinda.velazquez.864@gslingacademy.com,female,False,0,False,34,Software Engineer,93,74,63,97,64,61,92,1
865,Andre,Hoffman,andre.hoffman.865@gslingacademy.com,male,False,2,False,31,Lawyer,100,96,67,63,91,96,84,1
866,Vanessa,Coleman,vanessa.coleman.866@gslingacademy.com,female,True,7,False,1,Business Owner,80,84,67,96,88,94,86,1
867,Stephanie,Hernandez,stephanie.hernandez.867@gslingacademy.com,female,False,1,True,28,Lawyer,100,92,66,96,76,88,77,1
868,Timothy,David,timothy.david.868@gslingacademy.com,male,True,4,False,5,Business Owner,52,65,74,71,63,59,67,1
869,Carol,Cortez,carol.cortez.869@gslingacademy.com,female,False,1,False,26,Software Engineer,95,69,91,67,67,70,71,1
870,Justin,Kelly,justin.kelly.870@gslingacademy.com,male,False,1,False,21,Unknown,100,67,100,65,67,92,67,1
871,George,King,george.king.871@gslingacademy.com,male,False,4,False,22,Software Engineer,96,73,90,84,64,75,62,1
872,Ashley,Craig,ashley.craig.872@gslingacademy.com,female,False,3,False,30,Unknown,60,67,94,74,71,98,74,1
873,Patricia,Sullivan,patricia.sullivan.873@gslingacademy.com,female,True,7,False,2,Business Owner,51,98,90,54,77,80,71,1
874,David,Jones,david.jones.874@gslingacademy.com,male,False,5,False,24,Software Engineer,85,100,93,64,81,78,64,1
875,Cody,Smith,cody.smith.875@gslingacademy.com,male,False,10,False,15,Accountant,76,86,68,83,82,67,69,1
876,Joseph,Jackson,joseph.jackson.876@gslingacademy.com,male,False,1,False,24,Software Engineer,92,63,87,92,81,78,74,1
877,Adam,Edwards,adam.edwards.877@gslingacademy.com,male,False,5,False,3,Government Officer,90,89,95,73,79,98,68,1
878,Brian,Morales,brian.morales.878@gslingacademy.com,male,True,6,True,4,Business Owner,73,53,68,60,95,96,99,1
879,Melissa,Fry,melissa.fry.879@gslingacademy.com,female,False,5,False,42,Doctor,90,89,92,93,97,92,100,1
880,Lori,Jacobson,lori.jacobson.880@gslingacademy.com,female,False,6,False,24,Accountant,87,87,86,91,90,75,79,1
881,Jessica,Shannon,jessica.shannon.881@gslingacademy.com,female,False,1,False,0,Real Estate Developer,93,96,70,92,65,90,84,1
882,Sharon,Ramirez,sharon.ramirez.882@gslingacademy.com,female,False,3,False,4,Real Estate Developer,75,91,68,86,81,72,89,1
883,Nicole,Rice,nicole.rice.883@gslingacademy.com,female,False,3,False,25,Software Engineer,96,100,99,82,79,95,89,1
884,Alison,Webster,alison.webster.884@gslingacademy.com,female,True,1,True,1,Artist,63,75,68,63,63,73,79,1
885,Alexander,Mitchell,alexander.mitchell.885@gslingacademy.com,male,False,5,False,35,Lawyer,85,90,89,98,100,97,95,1
886,Bryan,Grimes,bryan.grimes.886@gslingacademy.com,male,False,7,False,20,Software Engineer,93,61,65,77,97,90,90,1
887,Nicole,Mcdonald,nicole.mcdonald.887@gslingacademy.com,female,False,7,False,11,Unknown,60,92,82,65,82,91,67,1
888,Christopher,Ramirez,christopher.ramirez.888@gslingacademy.com,male,True,3,False,21,Unknown,95,91,63,83,75,73,74,1
889,Lawrence,Fields,lawrence.fields.889@gslingacademy.com,male,True,9,False,1,Business Owner,61,73,76,51,76,50,77,1
890,Rebecca,Molina,rebecca.molina.890@gslingacademy.com,female,False,3,False,15,Software Engineer,97,81,65,70,62,96,75,1
891,John,Castillo,john.castillo.891@gslingacademy.com,male,False,1,False,33,Software Engineer,90,64,91,93,86,91,97,1
892,Sandra,Davis,sandra.davis.892@gslingacademy.com,female,True,10,False,4,Business Owner,90,100,80,66,63,69,66,1
893,Andrew,Smith,andrew.smith.893@gslingacademy.com,male,False,2,True,24,Software Engineer,85,74,68,68,75,78,95,1
894,Elizabeth,Smith,elizabeth.smith.894@gslingacademy.com,female,False,1,False,13,Banker,82,87,98,73,74,89,66,1
895,Scott,Schultz,scott.schultz.895@gslingacademy.com,male,True,6,False,5,Business Owner,95,88,66,72,92,52,70,1
896,Joseph,Harper,joseph.harper.896@gslingacademy.com,male,False,1,True,12,Government Officer,95,96,66,68,90,91,99,1
897,Ryan,Salazar,ryan.salazar.897@gslingacademy.com,male,False,4,True,8,Real Estate Developer,81,90,71,97,81,86,73,1
898,Brenda,Davis,brenda.davis.898@gslingacademy.com,female,False,2,False,8,Teacher,62,69,99,95,73,79,83,1
899,Chad,Taylor,chad.taylor.899@gslingacademy.com,male,False,5,False,8,Real Estate Developer,95,92,89,64,77,80,66,1
900,Natasha,Edwards,natasha.edwards.900@gslingacademy.com,female,True,4,True,0,Business Owner,64,62,51,85,74,91,93,1
901,Pamela,Edwards,pamela.edwards.901@gslingacademy.com,female,False,5,False,14,Designer,96,67,88,82,90,74,96,1
902,Cynthia,Richardson,cynthia.richardson.902@gslingacademy.com,female,True,4,True,3,Business Owner,40,58,57,68,57,99,95,1
903,Robert,Johnson,robert.johnson.903@gslingacademy.com,male,False,2,False,19,Stock Investor,87,80,84,65,91,84,65,1
904,Kevin,Ryan,kevin.ryan.904@gslingacademy.com,male,False,4,False,29,Unknown,74,95,82,61,70,88,92,1
905,Eileen,Nicholson,eileen.nicholson.905@gslingacademy.com,female,True,7,True,0,Business Owner,51,56,64,85,91,78,97,1
906,Robert,Torres,robert.torres.906@gslingacademy.com,male,False,7,False,5,Real Estate Developer,57,74,98,93,63,70,67,1
907,Alicia,Beltran,alicia.beltran.907@gslingacademy.com,female,False,6,False,4,Business Owner,84,54,52,52,65,54,69,1
908,Jessica,Wong,jessica.wong.908@gslingacademy.com,female,False,7,False,1,Business Owner,84,83,71,98,93,95,99,1
909,Ruben,Meyer,ruben.meyer.909@gslingacademy.com,male,False,8,True,12,Stock Investor,100,84,73,96,97,85,63,1
910,Megan,Alexander,megan.alexander.910@gslingacademy.com,female,False,3,False,27,Software Engineer,90,91,88,95,98,99,71,1
911,Jennifer,Gonzalez,jennifer.gonzalez.911@gslingacademy.com,female,False,4,True,12,Banker,97,77,66,93,99,78,91,1
912,Carl,Ferguson,carl.ferguson.912@gslingacademy.com,male,False,3,False,21,Banker,77,93,69,75,88,81,89,1
913,Valerie,Romero,valerie.romero.913@gslingacademy.com,female,False,9,False,15,Teacher,82,61,79,84,73,95,85,1
914,Laura,Romero,laura.romero.914@gslingacademy.com,female,False,3,False,26,Software Engineer,89,68,83,88,69,79,74,1
915,Heidi,Adams,heidi.adams.915@gslingacademy.com,female,True,10,False,3,Business Owner,43,83,58,89,87,78,86,1
916,Regina,Spencer,regina.spencer.916@gslingacademy.com,female,False,1,False,31,Lawyer,86,85,66,94,62,86,92,1
917,Lee,Campbell,lee.campbell.917@gslingacademy.com,male,False,9,False,31,Scientist,92,74,95,97,87,78,68,1
918,Noah,Mcdaniel,noah.mcdaniel.918@gslingacademy.com,male,False,3,False,3,Unknown,71,70,60,84,87,87,64,1
919,Dorothy,Mitchell,dorothy.mitchell.919@gslingacademy.com,female,False,8,False,16,Software Engineer,92,81,71,97,96,72,63,1
920,Michael,Mccarthy,michael.mccarthy.920@gslingacademy.com,male,False,5,False,29,Lawyer,77,92,65,62,76,84,100,1
921,Matthew,Jones,matthew.jones.921@gslingacademy.com,male,False,4,False,31,Software Engineer,90,62,87,63,77,71,68,1
922,John,Riley,john.riley.922@gslingacademy.com,male,False,1,False,46,Doctor,91,85,98,96,98,96,93,1
